datetime,season,weather,temp,humidity,windspeed,casual,registered,count
2011-01-01 00:00:00,3,2,7.653428306022466,122.4308846941611,18.78370259462514,5,128,315.73177772676775
2011-01-01 01:00:00,4,3,13.269243731105728,101.70380200682938,14.035244796085728,36,184,340.4570929642544
2011-01-01 02:00:00,1,3,30.88692174117425,77.5837431949997,45.36508027377819,34,97,224.27859468934304
2011-01-01 03:00:00,3,1,10.463376705467018,114.92567065504613,25.3471677841029,6,47,132.16954945773406
2011-01-01 04:00:00,3,4,30.214782565112404,149.19359215302222,20.288981663640122,14,199,315.86713728160487
2011-01-01 05:00:00,4,1,7.3205877148755025,114.29326826409644,28.498987905385828,20,20,103.66436782546523
2011-01-01 06:00:00,1,4,33.22305956438679,84.54488289085882,39.778733748524985,37,158,348.6420275823583
2011-01-01 07:00:00,1,1,17.395275684735992,74.5141420945286,44.278200134080386,35,185,333.1396443041833
2011-01-01 08:00:00,3,3,22.477229734155152,96.83820203554646,43.26683026703756,22,174,293.5913105077834
2011-01-01 09:00:00,2,1,,,,28,22,181.63908948186807
2011-01-01 10:00:00,3,4,6.120887631506779,142.34043879954763,19.98907136617938,12,90,180.6431717430795
2011-01-01 11:00:00,3,2,,,,4,6,75.63868863107115
2011-01-01 12:00:00,3,4,,,,46,127,269.4423451046654
2011-01-01 13:00:00,3,2,10.61847914541874,113.00316873816844,36.139851326696444,38,48,190.2015076577594
2011-01-01 14:00:00,4,3,17.060976128134026,112.85986910558154,38.59250982326887,38,98,252.32164516358358
2011-01-01 15:00:00,1,4,21.62200886617755,110.71203364486307,20.217068847675083,41,30,127.14458213033066
2011-01-01 16:00:00,4,1,26.76669378664042,119.26499776993721,30.5215356099225,44,124,254.7722752359694
2011-01-01 17:00:00,4,4,25.41662276437672,106.54788667953301,51.88802002677291,42,174,223.98669670087418
2011-01-01 18:00:00,4,2,21.547851987324528,123.43913282054388,18.323448472797136,0,92,157.049025564652
2011-01-01 19:00:00,3,3,14.635064740257791,71.53297838990504,33.06837726571713,19,195,336.006206725654
2011-01-01 20:00:00,2,1,22.256741648790324,87.43218278010828,56.33401671024024,42,34,205.40799481197814
2011-01-01 21:00:00,1,4,17.109663439527203,138.92665525931164,34.0222264984401,0,33,99.34594414311076
2011-01-01 22:00:00,2,2,30.52204433904019,139.96585405706406,45.0786332175418,34,185,309.89680317609043
2011-01-01 23:00:00,4,1,9.183263404089328,110.03357202885823,49.50145178656755,39,14,154.43198353642103
2011-01-02 00:00:00,4,3,4.2197661300824345,72.57263135235803,19.730753372352773,44,77,254.03596206092732
2011-01-02 01:00:00,2,1,24.906148515010596,146.31089768266366,20.525256771747863,6,84,236.594362673464
2011-01-02 02:00:00,2,3,8.918087889122686,119.43846284670607,48.71699031212694,34,70,209.34284287652713
2011-01-02 03:00:00,2,1,32.607242739030305,106.33818251310629,47.68630697543661,33,80,205.96073384422786
2011-01-02 04:00:00,4,4,29.730340928945157,114.35338851831142,12.519018501066018,49,169,275.4972832828948
2011-01-02 05:00:00,4,2,6.884002361789061,104.79252974287786,26.003300740622453,4,145,253.07902634370987
2011-01-02 06:00:00,1,4,7.159748133735641,107.57238337112575,28.890276838684294,28,37,228.11348183568015
2011-01-02 07:00:00,1,4,23.74348916633405,138.84146780074965,52.47460608302434,49,63,251.60044048470044
2011-01-02 08:00:00,4,3,23.437709727341932,78.32581379979983,30.303231473612456,47,28,181.16926977185614
2011-01-02 09:00:00,2,3,11.325053636864494,77.43299374386757,55.15916162292737,26,117,253.05371173488479
2011-01-02 10:00:00,2,3,28.341336573475047,78.93539179318198,60.64691905432248,6,114,200.32574290278166
2011-01-02 11:00:00,1,4,20.6103306384299,88.91767866279767,49.61314382305963,0,9,99.29602082856404
2011-01-02 12:00:00,4,1,,,,8,16,129.46692056834635
2011-01-02 13:00:00,1,1,8.913875046935695,312.88020343039324,125.15542669520386,46,159,310.58683077315044
2011-01-02 14:00:00,1,4,,,,0,188,319.41915345768086
2011-01-02 15:00:00,3,4,12.05882447417367,83.42175195038263,38.28462853913657,26,114,269.987997994416
2011-01-02 16:00:00,3,2,,,,16,83,215.7713675850796
2011-01-02 17:00:00,3,3,,,,31,80,182.20883261470618
2011-01-02 18:00:00,2,3,22.321117704898775,114.1287679546362,44.83400984184007,40,173,285.36961171292216
2011-01-02 19:00:00,4,4,30.83597747526293,115.19996481247017,33.12864153869557,29,70,173.60418022366997
2011-01-02 20:00:00,4,4,,,,14,114,236.33538557876471
2011-01-02 21:00:00,4,1,14.970037393177492,127.6330831420794,30.32053397165329,41,55,136.5089974071503
2011-01-02 22:00:00,4,4,10.614218610961064,144.85661753023962,17.41984964682971,27,60,188.13922859046454
2011-01-02 23:00:00,3,1,30.635510859769315,146.8872518057374,34.87351448398141,2,102,247.6156135302815
2011-01-03 00:00:00,2,4,18.95427315053373,72.28034112369954,58.134489910128195,27,43,191.38996389740325
2011-01-03 01:00:00,2,2,7.516726332428531,129.1268171862028,49.154584485118384,4,165,259.8922048873965
2011-01-03 02:00:00,3,2,33.066744559470074,102.58986733930564,19.810317703360084,1,103,184.495220690909
2011-01-03 03:00:00,2,1,10.46418194122107,73.98140444175297,29.61602571132058,37,177,339.643191053569
2011-01-03 04:00:00,3,3,4.716272284739237,82.11840059813812,57.68717896318827,15,73,198.68224240832396
2011-01-03 05:00:00,4,2,,,,43,31,168.13645626576954
2011-01-03 06:00:00,3,1,26.043654595020747,107.21026222957471,22.301436460171445,16,120,219.88735138296
2011-01-03 07:00:00,4,4,27.02998526579662,118.60340035199715,22.173846182368514,11,89,203.8786148284393
2011-01-03 08:00:00,4,4,,,,25,52,169.52486907706083
2011-01-03 09:00:00,1,1,14.310538911713692,88.92108357815613,30.789722597589584,48,175,348.17620541458206
2011-01-03 10:00:00,3,3,16.177259680695126,101.3330592064215,16.290982372648358,6,0,144.9087369688015
2011-01-03 11:00:00,1,1,27.691592115072165,101.74233605930894,41.99619472568482,23,102,185.68501446885574
2011-01-03 12:00:00,3,1,6.127922314621656,96.83417006932521,13.35308898771882,15,117,196.956766775696
2011-01-03 13:00:00,3,2,,,,17,29,188.20188365156275
2011-01-03 14:00:00,1,1,9.825138353217014,129.5361208967228,34.72288410355955,7,8,121.76360978606401
2011-01-03 15:00:00,1,1,32.9611636306555,160.25631022211138,33.85469168338579,26,107,200.86836529041892
2011-01-03 16:00:00,3,4,12.14439698004978,123.09325098312809,12.978694611772386,25,32,188.34427487612618
2011-01-03 17:00:00,2,2,31.237593725782315,108.75577821072203,42.325875866077375,30,25,167.12612133986835
2011-01-03 18:00:00,4,4,11.936861633872029,106.54159576050597,32.24835307791162,17,41,226.00178224291028
2011-01-03 19:00:00,1,4,9.823715754299553,111.83038898609118,31.64802463825422,1,41,136.8741994746113
2011-01-03 20:00:00,4,3,32.36568996126245,101.17453792641814,40.340351294387325,40,95,270.2232094678973
2011-01-03 21:00:00,2,3,29.867946223855604,136.7075697394905,38.35188439030531,22,38,118.52589549134646
2011-01-03 22:00:00,2,2,18.236744633306515,97.6439197021463,9.688614287726283,47,60,250.9005936163556
2011-01-03 23:00:00,2,2,29.555794109848843,96.00126312266197,16.097707418389863,48,46,224.37340663091916
2011-01-04 00:00:00,1,3,22.053836316805864,134.9845418402192,21.972962226415127,41,169,360.207864988942
2011-01-04 01:00:00,2,3,34.140542986322586,140.28126411939056,44.75697998136932,21,47,203.42368789873493
2011-01-04 02:00:00,1,3,9.637532605822187,90.04453758554226,38.8786233840423,32,179,310.16366849373804
2011-01-04 03:00:00,2,3,22.786594819775928,118.39018720762739,47.92602238354951,17,160,244.03015213402165
2011-01-04 04:00:00,4,3,20.17265080032077,72.27521507728997,47.26298675025437,14,154,252.131196308301
2011-01-04 05:00:00,4,4,15.466308669605278,115.15126477755626,52.40004024137466,40,170,259.3871052367415
2011-01-04 06:00:00,3,2,32.373611482252784,76.39696431576026,28.92181804872777,2,156,232.6234787103976
